Date,State,Persons,Cost Per Person
7/1/20,Colorado,551936,168.72
8/1/20,Colorado,534175,192.33
9/1/20,Colorado,523098,190.37
10/1/19,Connecticut,364659,134.04
11/1/19,Connecticut,363535,133.62
12/1/19,Connecticut,360523,133.28
1/1/20,Connecticut,360832,131.2
2/1/20,Connecticut,360031,133.01
3/1/20,Connecticut,360128,132.77
4/1/20,Connecticut,379936,218.53
5/1/20,Connecticut,387217,177.71
6/1/20,Connecticut,387097,177.54
7/1/20,Connecticut,386966,176.8
8/1/20,Connecticut,380909,177.69
9/1/20,Connecticut,375825,203.66
10/1/19,Florida,2779312,120.49
11/1/19,Florida,2765924,119.86
12/1/19,Florida,2731271,119.58
1/1/20,Florida,2683906,118.04
2/1/20,Florida,2634689,119.07
3/1/20,Florida,2634892,181.92
4/1/20,Florida,3123525,180.93
5/1/20,Florida,3527762,181.69
6/1/20,Florida,3731605,177.97
7/1/20,Florida,3793271,176.99
8/1/20,Florida,3834528,176.25
9/1/20,Florida,3886747,176.83
10/1/19,Georgia,1370779,125.74
11/1/19,Georgia,1369503,124.36
12/1/19,Georgia,1348944,123.37
1/1/20,Georgia,1339728,121.63
2/1/20,Georgia,1342625,121.41
3/1/20,Georgia,1408652,175
4/1/20,Georgia,1613967,159.65
5/1/20,Georgia,1721474,170.34
6/1/20,Georgia,1754892,171.96
7/1/20,Georgia,1806766,171.39
8/1/20,Georgia,1839348,184.3
9/1/20,Georgia,1874541,172.47
10/1/19,Illinois,1778953,125.16
11/1/19,Illinois,1783674,124.42
12/1/19,Illinois,1779366,123.51
1/1/20,Illinois,1775744,123.6
2/1/20,Illinois,1748374,125.09
3/1/20,Illinois,1752080,124.57
4/1/20,Illinois,1862352,179.57
5/1/20,Illinois,1956549,174.6
6/1/20,Illinois,1971319,175.41
7/1/20,Illinois,2032767,169.3
8/1/20,Illinois,1948042,176.12
9/1/20,Illinois,2001532,175.78
10/1/19,Indiana,576112,118.97
11/1/19,Indiana,570688,117.79
12/1/19,Indiana,567698,118.23
1/1/20,Indiana,556423,119.74
2/1/20,Indiana,566149,118.95
3/1/20,Indiana,568655,119.48
4/1/20,Indiana,631055,174.65
5/1/20,Indiana,664068,178.46
6/1/20,Indiana,673433,174.24
7/1/20,Indiana,559381,202.4
8/1/20,Indiana,637154,175.03
9/1/20,Indiana,646193,178.96
10/1/19,Kentucky,504584,115.98
11/1/19,Kentucky,497548,115.02
12/1/19,Kentucky,491172,114.79
1/1/20,Kentucky,484952,113.92
2/1/20,Kentucky,482283,114.05
3/1/20,Kentucky,510411,117.65
4/1/20,Kentucky,592538,178.48
5/1/20,Kentucky,623796,177.61
6/1/20,Kentucky,653279,167.66
7/1/20,Kentucky,602156,184.12
8/1/20,Kentucky,606216,178.12
9/1/20,Kentucky,616169,179.23
10/1/19,Louisiana,804561,126.52
11/1/19,Louisiana,795739,127.04
12/1/19,Louisiana,790742,126.8
1/1/20,Louisiana,778279,123.97
2/1/20,Louisiana,781763,125.53
3/1/20,Louisiana,774468,146.99
4/1/20,Louisiana,812957,202.94
5/1/20,Louisiana,845228,181.86
6/1/20,Louisiana,852164,175.49
7/1/20,Louisiana,861262,174.26
8/1/20,Louisiana,858903,175.07
9/1/20,Louisiana,1012935,193.56
10/1/19,Maine,156450,112.39
11/1/19,Maine,155073,111.95
12/1/19,Maine,155325,111.64
1/1/20,Maine,154069,110.08
2/1/20,Maine,154047,110.99
3/1/20,Maine,153770,111.26
4/1/20,Maine,173241,176.57
5/1/20,Maine,168712,174.68
6/1/20,Maine,168393,172.86
7/1/20,Maine,161589,175.55
8/1/20,Maine,161975,174.97
9/1/20,Maine,157300,176.1
10/1/19,Maryland,612751,117.5
11/1/19,Maryland,610581,117.57
12/1/19,Maryland,604287,108.44
1/1/20,Maryland,598415,114.61
2/1/20,Maryland,591474,116.34
3/1/20,Maryland,594828,114.82
4/1/20,Maryland,689530,174.31
5/1/20,Maryland,781868,187.99
6/1/20,Maryland,844933,183.27
7/1/20,Maryland,854133,175.01
8/1/20,Maryland,833691,174.04
9/1/20,Maryland,795255,175.11
10/1/19,Massachusetts,764525,125.59
11/1/19,Massachusetts,762699,125.23
12/1/19,Massachusetts,760469,124.89
1/1/20,Massachusetts,763475,124.27
2/1/20,Massachusetts,761339,123.8
3/1/20,Massachusetts,786814,140.88
4/1/20,Massachusetts,881787,158.92
5/1/20,Massachusetts,914328,175.14
6/1/20,Massachusetts,863321,175
7/1/20,Massachusetts,850765,167.28
8/1/20,Massachusetts,868410,165.62
9/1/20,Massachusetts,877118,168.86
10/1/19,Michigan,1143900,119.13
11/1/19,Michigan,1138222,117.94
12/1/19,Michigan,1149965,118.13
1/1/20,Michigan,1171772,116.2
2/1/20,Michigan,1175901,118.37
3/1/20,Michigan,1247923,166.22
4/1/20,Michigan,1498658,167.61
5/1/20,Michigan,1528379,185.11
6/1/20,Michigan,1344470,174.8
7/1/20,Michigan,1234935,176.81
8/1/20,Michigan,1195967,170.69
9/1/20,Michigan,1223611,176.64
10/1/19,Minnesota,398706,104.42
11/1/19,Minnesota,393885,104.28
12/1/19,Minnesota,392140,104.15
1/1/20,Minnesota,391756,102.47
2/1/20,Minnesota,391164,102.37
3/1/20,Minnesota,391236,175.23
4/1/20,Minnesota,417889,193.24
5/1/20,Minnesota,426725,345.45
6/1/20,Minnesota,428107,299.9
7/1/20,Minnesota,417449,276.3
8/1/20,Minnesota,427558,264.13
9/1/20,Minnesota,434679,234.66
10/1/19,Missouri,678388,123.19
11/1/19,Missouri,673160,122.01
12/1/19,Missouri,663517,120.19
1/1/20,Missouri,658410,122.18
2/1/20,Missouri,657317,121.75
3/1/20,Missouri,660628,172.6
4/1/20,Missouri,752315,180.7
5/1/20,Missouri,766227,175.46
6/1/20,Missouri,773079,172.67
7/1/20,Missouri,777885,174.16
8/1/20,Missouri,771906,169.24
9/1/20,Missouri,752531,179.45
10/1/19,Nevada,419832,115.4
11/1/19,Nevada,416996,114.48
12/1/19,Nevada,414564,115.26
1/1/20,Nevada,414058,112.78
2/1/20,Nevada,412342,114.38
3/1/20,Nevada,426527,183.23
4/1/20,Nevada,497313,159.75
5/1/20,Nevada,511818,170.97
6/1/20,Nevada,465469,170.07
7/1/20,Nevada,465536,159.97
8/1/20,Nevada,468945,192.01
9/1/20,Nevada,470857,170.27
10/1/19,New Hampshire,73416,101.58
11/1/19,New Hampshire,71426,103.04
12/1/19,New Hampshire,72461,100.78
1/1/20,New Hampshire,72283,99.85
2/1/20,New Hampshire,71925,100.02
3/1/20,New Hampshire,72006,99.8
4/1/20,New Hampshire,77279,167.03
5/1/20,New Hampshire,77892,170.65
6/1/20,New Hampshire,72205,164.05
7/1/20,New Hampshire,69801,162.41
8/1/20,New Hampshire,69573,167.01
9/1/20,New Hampshire,69787,173.88
10/1/19,New Mexico,449792,119.31
11/1/19,New Mexico,447512,118.52
12/1/19,New Mexico,446408,118.9
1/1/20,New Mexico,445908,117.34
2/1/20,New Mexico,445238,118.24
3/1/20,New Mexico,447420,118.06
4/1/20,New Mexico,481136,223.68
5/1/20,New Mexico,489749,179.33
6/1/20,New Mexico,493796,273.79
7/1/20,New Mexico,492781,172.84
8/1/20,New Mexico,493689,172.65
9/1/20,New Mexico,491512,173.21
10/1/19,New York,2576099,138.92
11/1/19,New York,2573483,137.89
12/1/19,New York,2570821,137.61
1/1/20,New York,2570601,135.87
2/1/20,New York,2560098,138.17
3/1/20,New York,2561187,137.06
4/1/20,New York,2683002,212.76
5/1/20,New York,2735982,178.29
6/1/20,New York,2774025,174.36
7/1/20,New York,2750252,178.16
8/1/20,New York,2756187,175.8
9/1/20,New York,2789533,172.64
10/1/19,North Carolina,1246272,115.68
11/1/19,North Carolina,1240853,114.81
12/1/19,North Carolina,1226872,114.75
1/1/20,North Carolina,1216760,113.4
2/1/20,North Carolina,1212763,113.2
3/1/20,North Carolina,1206166,113.75
4/1/20,North Carolina,1313052,230.14
5/1/20,North Carolina,1372211,178.15
6/1/20,North Carolina,1400796,149.47
7/1/20,North Carolina,1425991,195.55
8/1/20,North Carolina,1459026,176.78
9/1/20,North Carolina,1490031,173.72
10/1/19,Ohio,1380490,122.97
11/1/19,Ohio,1374527,122.83
12/1/19,Ohio,1373772,120.95
1/1/20,Ohio,1377403,120.07
2/1/20,Ohio,1365936,122.18
3/1/20,Ohio,1374108,180.52
4/1/20,Ohio,1382485,254.05
5/1/20,Ohio,1390914,203.22
6/1/20,Ohio,1403021,250.61
7/1/20,Ohio,1538558,225.14
8/1/20,Ohio,1399895,193.83
9/1/20,Ohio,1401212,293.79
10/1/19,Oklahoma,579618,119.73
11/1/19,Oklahoma,578555,119.52
12/1/19,Oklahoma,574039,119.48
1/1/20,Oklahoma,573669,116.97
2/1/20,Oklahoma,572497,118.59
3/1/20,Oklahoma,569566,117.68
4/1/20,Oklahoma,612779,208.58
5/1/20,Oklahoma,610419,165.3
6/1/20,Oklahoma,612074,165.28
7/1/20,Oklahoma,625399,171.97
8/1/20,Oklahoma,625551,230.03
9/1/20,Oklahoma,626298,105.04
10/1/19,Oregon,584077,116.92
11/1/19,Oregon,581564,124.42
12/1/19,Oregon,581511,124.45
1/1/20,Oregon,581867,123.71
2/1/20,Oregon,581288,124.84
3/1/20,Oregon,601101,121.53
4/1/20,Oregon,665156,178.29
5/1/20,Oregon,681125,179.6
6/1/20,Oregon,692588,179.04
7/1/20,Oregon,702882,179
8/1/20,Oregon,701881,178.36
9/1/20,Oregon,670776,184.86
10/1/19,Pennsylvania,1744319,120.1
11/1/19,Pennsylvania,1741549,115.05
12/1/19,Pennsylvania,1725850,118.53
1/1/20,Pennsylvania,1725978,119.01
2/1/20,Pennsylvania,1728680,117.2
3/1/20,Pennsylvania,1732446,117.63
4/1/20,Pennsylvania,1843929,221.27
5/1/20,Pennsylvania,1899944,171.27
6/1/20,Pennsylvania,1891660,177.16
7/1/20,Pennsylvania,1821999,174.31
8/1/20,Pennsylvania,1826611,173.24
9/1/20,Pennsylvania,1852391,172.94
10/1/19,Rhode Island,147597,134.73
11/1/19,Rhode Island,148519,132.19
12/1/19,Rhode Island,147010,132.9
1/1/20,Rhode Island,145831,131.34
2/1/20,Rhode Island,145910,132.32
3/1/20,Rhode Island,145411,179.95
4/1/20,Rhode Island,150824,177.11
5/1/20,Rhode Island,151110,177.74
6/1/20,Rhode Island,147785,177.23
7/1/20,Rhode Island,144274,178.05
8/1/20,Rhode Island,142035,179.22
9/1/20,Rhode Island,137892,176.93
10/1/19,South Carolina,585252,119.57
11/1/19,South Carolina,581080,119.62
12/1/19,South Carolina,575587,119.12
1/1/20,South Carolina,571309,117.41
2/1/20,South Carolina,567732,118.84
3/1/20,South Carolina,568652,171.31
4/1/20,South Carolina,592738,178.17
5/1/20,South Carolina,624819,180.45
6/1/20,South Carolina,638952,172.97
7/1/20,South Carolina,615572,190.61
8/1/20,South Carolina,617334,174.2
9/1/20,South Carolina,614905,175.39
10/1/19,South Dakota,78854,127.15
11/1/19,South Dakota,78286,126.28
12/1/19,South Dakota,77863,126.63
1/1/20,South Dakota,78134,126.2
2/1/20,South Dakota,78006,126.22
3/1/20,South Dakota,77302,171.08
4/1/20,South Dakota,79148,172.75
5/1/20,South Dakota,79205,171.36
6/1/20,South Dakota,77981,172.53
7/1/20,South Dakota,77526,172.83
8/1/20,South Dakota,78149,173.01
9/1/20,South Dakota,78491,172.47
10/1/19,Tennessee,882622,122.45
11/1/19,Tennessee,887077,122.47
12/1/19,Tennessee,851955,122.61
1/1/20,Tennessee,865670,120.55
2/1/20,Tennessee,844321,122.1
3/1/20,Tennessee,861061,123.51
4/1/20,Tennessee,900106,176.58
5/1/20,Tennessee,891093,188.27
6/1/20,Tennessee,876013,232.01
7/1/20,Tennessee,846858,247.54
8/1/20,Tennessee,855072,233.31
9/1/20,Tennessee,865381,231.61
10/1/19,Texas,3348300,117.72
11/1/19,Texas,3280049,116.85
12/1/19,Texas,3247148,117.29
1/1/20,Texas,3231991,116.41
2/1/20,Texas,3162216,117.61
3/1/20,Texas,3214013,118.94
4/1/20,Texas,3632605,169.83
5/1/20,Texas,3877726,176.38
6/1/20,Texas,3884584,174.33
7/1/20,Texas,3870588,172.91
8/1/20,Texas,3900408,176.79
9/1/20,Texas,3962503,170.23
10/1/19,Utah,165374,116.04
11/1/19,Utah,164587,114.91
12/1/19,Utah,163533,115.04
1/1/20,Utah,163926,113.95
2/1/20,Utah,164518,115.56
3/1/20,Utah,163895,115.24
4/1/20,Utah,172489,159.62
5/1/20,Utah,162295,174.96
6/1/20,Utah,156331,164.11
7/1/20,Utah,153492,124.56
8/1/20,Utah,176700,210.85
9/1/20,Utah,161348,174.4
10/1/19,Vermont,67296,120.87
11/1/19,Vermont,67392,121.6
12/1/19,Vermont,67680,119.71
1/1/20,Vermont,67995,120.15
2/1/20,Vermont,67521,119.73
3/1/20,Vermont,69063,119.66
4/1/20,Vermont,72262,171.34
5/1/20,Vermont,72855,168.87
6/1/20,Vermont,68219,161.39
7/1/20,Vermont,66393,160.52
8/1/20,Vermont,67728,159.05
9/1/20,Vermont,68416,166.7
10/1/19,Virginia,695004,119.09
11/1/19,Virginia,691545,118.27
12/1/19,Virginia,693276,118.34
1/1/20,Virginia,683541,116.74
2/1/20,Virginia,679702,118.69
3/1/20,Virginia,687984,172.16
4/1/20,Virginia,746608,174.59
5/1/20,Virginia,767020,174.52
6/1/20,Virginia,773719,174.1
7/1/20,Virginia,785411,173.48
8/1/20,Virginia,782261,172.67
9/1/20,Virginia,778370,173.79
10/1/19,Washington,802305,122.29
11/1/19,Washington,797097,122.17
12/1/19,Washington,793616,122.97
1/1/20,Washington,796876,121.7
2/1/20,Washington,797442,121.77
3/1/20,Washington,797246,122.99
4/1/20,Washington,960064,209.82
5/1/20,Washington,929111,170.92
6/1/20,Washington,929624,172.83
7/1/20,Washington,940841,173.64
8/1/20,Washington,956647,171.64
9/1/20,Washington,951090,173.2
10/1/19,West Virginia,307404,108.67
11/1/19,West Virginia,305334,108.95
12/1/19,West Virginia,304658,108.9
1/1/20,West Virginia,306625,107.46
2/1/20,West Virginia,303583,108.83
3/1/20,West Virginia,303032,107.98
4/1/20,West Virginia,317622,172.49
5/1/20,West Virginia,317577,175.31
6/1/20,West Virginia,301899,174.92
7/1/20,West Virginia,300155,172.65
8/1/20,West Virginia,301459,171.57
9/1/20,West Virginia,305262,173.54
10/1/19,Wisconsin,606036,106.18
11/1/19,Wisconsin,602506,105.38
12/1/19,Wisconsin,600206,105.46
1/1/20,Wisconsin,600864,104.72
2/1/20,Wisconsin,600269,105.7
3/1/20,Wisconsin,607188,177.26
4/1/20,Wisconsin,668008,174.61
5/1/20,Wisconsin,696751,173.39
6/1/20,Wisconsin,689684,110.34
7/1/20,Wisconsin,687380,173.83
8/1/20,Wisconsin,702042,175.07
9/1/20,Wisconsin,707583,174.29
10/1/19,Wyoming,25564,113.62
11/1/19,Wyoming,25465,112.16
12/1/19,Wyoming,25801,112.08
1/1/20,Wyoming,25915,111.49
2/1/20,Wyoming,25797,114.19
3/1/20,Wyoming,26795,109.5
4/1/20,Wyoming,27989,166.56
5/1/20,Wyoming,27768,169.04
6/1/20,Wyoming,27987,167.73
7/1/20,Wyoming,27413,169.52
8/1/20,Wyoming,28572,168.47
9/1/20,Wyoming,28072,175.92
